,cam,site,location,purpose,streamside,instdate,remdatefill,FileName,DateTimeOriginal,folderdateend,folderdatestart
209,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000189.JPG,2014-07-05 21:42:17,2014-07-08,2014-05-20
210,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000190.JPG,2014-07-05 21:42:46,2014-07-08,2014-05-20
211,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000191.JPG,2014-07-05 21:49:42,2014-07-08,2014-05-20
212,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000192.JPG,2014-07-05 21:55:43,2014-07-08,2014-05-20
213,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000193.JPG,2014-07-05 22:02:36,2014-07-08,2014-05-20
214,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000194.JPG,2014-07-05 22:06:28,2014-07-08,2014-05-20
215,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000195.JPG,2014-07-05 22:08:16,2014-07-08,2014-05-20
216,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000196.JPG,2014-07-05 22:15:16,2014-07-08,2014-05-20
217,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000197.JPG,2014-07-05 22:18:20,2014-07-08,2014-05-20
218,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000198.JPG,2014-07-05 22:21:53,2014-07-08,2014-05-20
219,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000199.JPG,2014-07-05 22:23:47,2014-07-08,2014-05-20
220,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000200.JPG,2014-07-05 22:26:04,2014-07-08,2014-05-20
221,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000201.JPG,2014-07-05 22:29:58,2014-07-08,2014-05-20
222,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000202.JPG,2014-07-05 22:44:06,2014-07-08,2014-05-20
223,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000203.JPG,2014-07-05 22:47:55,2014-07-08,2014-05-20
224,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000204.JPG,2014-07-05 22:50:13,2014-07-08,2014-05-20
225,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000205.JPG,2014-07-05 22:51:18,2014-07-08,2014-05-20
226,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000206.JPG,2014-07-05 22:54:36,2014-07-08,2014-05-20
227,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000207.JPG,2014-07-05 22:59:11,2014-07-08,2014-05-20
228,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000208.JPG,2014-07-05 23:06:22,2014-07-08,2014-05-20
229,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000209.JPG,2014-07-05 23:07:11,2014-07-08,2014-05-20
230,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000210.JPG,2014-07-05 23:18:10,2014-07-08,2014-05-20
231,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000211.JPG,2014-07-05 23:23:37,2014-07-08,2014-05-20
232,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000212.JPG,2014-07-05 23:25:55,2014-07-08,2014-05-20
233,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000213.JPG,2014-07-05 23:27:17,2014-07-08,2014-05-20
234,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000214.JPG,2014-07-05 23:35:23,2014-07-08,2014-05-20
235,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000215.JPG,2014-07-05 23:36:34,2014-07-08,2014-05-20
236,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000216.JPG,2014-07-05 23:37:45,2014-07-08,2014-05-20
237,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000217.JPG,2014-07-05 23:41:24,2014-07-08,2014-05-20
238,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000218.JPG,2014-07-05 23:41:57,2014-07-08,2014-05-20
239,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000219.JPG,2014-07-05 23:43:34,2014-07-08,2014-05-20
240,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000220.JPG,2014-07-05 23:43:59,2014-07-08,2014-05-20
241,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000221.JPG,2014-07-05 23:44:50,2014-07-08,2014-05-20
242,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000222.JPG,2014-07-05 23:46:02,2014-07-08,2014-05-20
243,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000223.JPG,2014-07-05 23:47:54,2014-07-08,2014-05-20
244,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000224.JPG,2014-07-05 23:52:08,2014-07-08,2014-05-20
245,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000225.JPG,2014-07-05 23:53:10,2014-07-08,2014-05-20
246,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000226.JPG,2014-07-05 23:54:15,2014-07-08,2014-05-20
247,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000227.JPG,2014-07-05 23:54:55,2014-07-08,2014-05-20
248,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000228.JPG,2014-07-05 23:56:23,2014-07-08,2014-05-20
249,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000229.JPG,2014-07-05 23:57:54,2014-07-08,2014-05-20
250,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000230.JPG,2014-07-06 00:10:07,2014-07-08,2014-05-20
251,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000231.JPG,2014-07-06 00:13:19,2014-07-08,2014-05-20
252,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000232.JPG,2014-07-06 00:15:23,2014-07-08,2014-05-20
253,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000233.JPG,2014-07-06 00:15:51,2014-07-08,2014-05-20
254,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000234.JPG,2014-07-06 00:16:19,2014-07-08,2014-05-20
255,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000235.JPG,2014-07-06 00:16:47,2014-07-08,2014-05-20
256,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000236.JPG,2014-07-06 00:26:47,2014-07-08,2014-05-20
257,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000237.JPG,2014-07-06 00:29:29,2014-07-08,2014-05-20
258,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000238.JPG,2014-07-06 00:30:28,2014-07-08,2014-05-20
259,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000239.JPG,2014-07-06 00:31:23,2014-07-08,2014-05-20
260,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000240.JPG,2014-07-06 00:32:08,2014-07-08,2014-05-20
261,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000241.JPG,2014-07-06 00:36:54,2014-07-08,2014-05-20
262,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000242.JPG,2014-07-06 00:37:36,2014-07-08,2014-05-20
263,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000243.JPG,2014-07-06 00:39:29,2014-07-08,2014-05-20
264,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000244.JPG,2014-07-06 00:42:40,2014-07-08,2014-05-20
265,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000245.JPG,2014-07-06 00:43:40,2014-07-08,2014-05-20
266,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000246.JPG,2014-07-06 00:44:45,2014-07-08,2014-05-20
267,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000247.JPG,2014-07-06 00:47:49,2014-07-08,2014-05-20
268,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000248.JPG,2014-07-06 00:51:11,2014-07-08,2014-05-20
269,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000249.JPG,2014-07-06 00:51:55,2014-07-08,2014-05-20
270,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000250.JPG,2014-07-06 00:52:51,2014-07-08,2014-05-20
271,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000251.JPG,2014-07-06 00:54:19,2014-07-08,2014-05-20
272,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000252.JPG,2014-07-06 00:55:59,2014-07-08,2014-05-20
273,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000253.JPG,2014-07-06 01:00:17,2014-07-08,2014-05-20
274,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000254.JPG,2014-07-06 01:02:51,2014-07-08,2014-05-20
275,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000255.JPG,2014-07-06 01:04:12,2014-07-08,2014-05-20
276,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000256.JPG,2014-07-06 01:05:12,2014-07-08,2014-05-20
277,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000257.JPG,2014-07-06 01:06:46,2014-07-08,2014-05-20
278,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000258.JPG,2014-07-06 01:07:51,2014-07-08,2014-05-20
279,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000259.JPG,2014-07-06 01:09:22,2014-07-08,2014-05-20
280,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000260.JPG,2014-07-06 01:12:27,2014-07-08,2014-05-20
281,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000261.JPG,2014-07-06 01:14:24,2014-07-08,2014-05-20
282,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000262.JPG,2014-07-06 01:15:24,2014-07-08,2014-05-20
283,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000263.JPG,2014-07-06 01:15:55,2014-07-08,2014-05-20
284,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000264.JPG,2014-07-06 01:16:40,2014-07-08,2014-05-20
285,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000265.JPG,2014-07-06 01:17:52,2014-07-08,2014-05-20
286,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000266.JPG,2014-07-06 01:19:56,2014-07-08,2014-05-20
287,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000267.JPG,2014-07-06 01:23:47,2014-07-08,2014-05-20
288,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000268.JPG,2014-07-06 01:24:34,2014-07-08,2014-05-20
289,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000269.JPG,2014-07-06 01:25:43,2014-07-08,2014-05-20
290,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000270.JPG,2014-07-06 01:28:45,2014-07-08,2014-05-20
291,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000271.JPG,2014-07-06 01:34:38,2014-07-08,2014-05-20
292,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000272.JPG,2014-07-06 01:35:51,2014-07-08,2014-05-20
293,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000273.JPG,2014-07-06 01:41:47,2014-07-08,2014-05-20
294,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000274.JPG,2014-07-06 01:44:25,2014-07-08,2014-05-20
295,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000275.JPG,2014-07-06 01:46:38,2014-07-08,2014-05-20
296,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000276.JPG,2014-07-06 01:47:37,2014-07-08,2014-05-20
297,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000277.JPG,2014-07-06 01:49:24,2014-07-08,2014-05-20
298,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000278.JPG,2014-07-06 01:49:58,2014-07-08,2014-05-20
299,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000279.JPG,2014-07-06 01:52:45,2014-07-08,2014-05-20
300,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000280.JPG,2014-07-06 01:55:27,2014-07-08,2014-05-20
301,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000281.JPG,2014-07-06 01:59:29,2014-07-08,2014-05-20
302,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000282.JPG,2014-07-06 02:00:41,2014-07-08,2014-05-20
303,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000283.JPG,2014-07-06 02:01:40,2014-07-08,2014-05-20
304,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000284.JPG,2014-07-06 02:04:49,2014-07-08,2014-05-20
305,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000285.JPG,2014-07-06 02:06:13,2014-07-08,2014-05-20
306,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000286.JPG,2014-07-06 02:06:59,2014-07-08,2014-05-20
307,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000287.JPG,2014-07-06 02:12:45,2014-07-08,2014-05-20
308,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000288.JPG,2014-07-06 02:33:15,2014-07-08,2014-05-20
309,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000289.JPG,2014-07-06 02:45:30,2014-07-08,2014-05-20
310,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000290.JPG,2014-07-06 02:53:18,2014-07-08,2014-05-20
311,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000291.JPG,2014-07-06 02:59:23,2014-07-08,2014-05-20
312,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000292.JPG,2014-07-06 03:13:43,2014-07-08,2014-05-20
313,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000293.JPG,2014-07-06 03:32:31,2014-07-08,2014-05-20
314,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000294.JPG,2014-07-06 04:15:12,2014-07-08,2014-05-20
315,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000295.JPG,2014-07-06 04:37:23,2014-07-08,2014-05-20
316,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000296.JPG,2014-07-06 04:40:35,2014-07-08,2014-05-20
317,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000297.JPG,2014-07-06 04:54:03,2014-07-08,2014-05-20
318,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000298.JPG,2014-07-06 04:55:27,2014-07-08,2014-05-20
319,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000299.JPG,2014-07-06 05:08:34,2014-07-08,2014-05-20
320,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000300.JPG,2014-07-06 05:14:32,2014-07-08,2014-05-20
321,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000301.JPG,2014-07-06 05:19:39,2014-07-08,2014-05-20
322,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000302.JPG,2014-07-06 14:33:50,2014-07-08,2014-05-20
323,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000303.JPG,2014-07-06 14:50:52,2014-07-08,2014-05-20
324,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000304.JPG,2014-07-06 15:15:53,2014-07-08,2014-05-20
325,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000305.JPG,2014-07-07 15:43:48,2014-07-08,2014-05-20
326,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000306.JPG,2014-07-07 15:51:10,2014-07-08,2014-05-20
327,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000307.JPG,2014-07-07 16:29:11,2014-07-08,2014-05-20
328,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000308.JPG,2014-07-07 16:29:39,2014-07-08,2014-05-20
329,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000309.JPG,2014-07-07 16:31:14,2014-07-08,2014-05-20
330,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000310.JPG,2014-07-07 16:31:41,2014-07-08,2014-05-20
331,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000311.JPG,2014-07-08 11:22:32,2014-07-08,2014-05-20
332,1,DS1,downstream,general,anti,2013-06-06,2015-05-07,EK000312.JPG,2014-07-08 12:19:30,2014-07-08,2014-05-20
333,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001885.JPG,2014-01-23 11:03:03,2014-02-04,NA
334,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001886.JPG,2014-01-23 11:03:31,2014-02-04,NA
335,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001887.JPG,2014-01-23 11:03:58,2014-02-04,NA
336,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001888.JPG,2014-01-23 11:04:26,2014-02-04,NA
337,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001889.JPG,2014-01-23 11:04:54,2014-02-04,NA
338,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001890.JPG,2014-01-23 11:05:22,2014-02-04,NA
339,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001891.JPG,2014-01-23 11:05:50,2014-02-04,NA
340,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001892.JPG,2012-01-01 00:00:00,2014-02-04,NA
341,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001893.JPG,2012-01-01 00:00:28,2014-02-04,NA
342,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001894.JPG,2012-01-01 00:00:56,2014-02-04,NA
343,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001895.JPG,2012-01-01 00:01:24,2014-02-04,NA
344,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001896.JPG,2012-01-01 00:01:51,2014-02-04,NA
345,10,RNW4,transect,transect,anti,2014-01-17,2014-02-04,EK001897.JPG,2012-01-01 00:02:19,2014-02-04,NA
346,23,DS3,downstream,general,anti,2013-07-24,2015-05-07,EK000001.JPG,2013-11-14 12:44:08,2013-12-03,NA
347,23,DS3,downstream,general,anti,2013-07-24,2015-05-07,EK000002.JPG,2013-11-14 17:00:00,2013-12-03,NA
348,23,DS3,downstream,general,anti,2013-07-24,2015-05-07,EK000003.JPG,2013-11-14 17:01:27,2013-12-03,NA
349,23,DS3,downstream,general,anti,2013-07-24,2015-05-07,EK000004.JPG,2013-12-03 17:09:31,2013-12-03,NA
350,23,DS3,downstream,general,anti,2013-07-24,2015-05-07,EK000005.JPG,2013-12-03 17:13:37,2013-12-03,NA
351,23,DS3,downstream,general,anti,2013-07-24,2015-05-07,EK000006.JPG,2013-12-03 17:18:24,2013-12-03,NA
352,23,DS3,downstream,general,anti,2013-07-24,2015-05-07,EK000007.JPG,2013-12-03 17:18:51,2013-12-03,NA
353,23,DS3,downstream,general,anti,2013-07-24,2015-05-07,EK000008.JPG,2013-12-03 17:19:17,2013-12-03,NA
354,28,RSW1,transect,transect,anti,2014-02-04,2015-05-07,EK007559.JPG,NA,2015-05-07,NA
355,28,RSW1,transect,transect,anti,2014-02-04,2015-05-07,EK007560.JPG,NA,2015-05-07,NA
356,31,LPI2I,passage,passage,sb,2014-09-25,2015-05-07,PICT0001.JPG,2014-02-01 17:43:23,2015-02-28,NA
357,31,LPI2I,passage,passage,sb,2014-09-25,2015-05-07,PICT0002.JPG,2014-02-28 15:02:39,2015-02-28,NA
358,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0132.JPG,2015-04-02 10:06:08,2015-05-07,2014-02-04
359,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0133.JPG,2015-04-02 10:07:49,2015-05-07,2014-02-04
360,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0134.JPG,2015-04-02 10:08:51,2015-05-07,2014-02-04
361,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0135.JPG,2015-04-02 10:09:42,2015-05-07,2014-02-04
362,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0136.JPG,2015-04-02 10:10:05,2015-05-07,2014-02-04
363,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0137.JPG,2015-04-02 10:10:35,2015-05-07,2014-02-04
364,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0138.JPG,2015-04-02 10:10:53,2015-05-07,2014-02-04
365,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0139.JPG,2015-04-02 10:11:46,2015-05-07,2014-02-04
366,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0140.JPG,2015-04-02 10:12:43,2015-05-07,2014-02-04
367,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0141.JPG,2013-02-14 23:40:13,2015-05-07,2014-02-04
368,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0142.JPG,2013-02-14 23:40:41,2015-05-07,2014-02-04
369,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0143.JPG,2013-02-14 23:41:10,2015-05-07,2014-02-04
370,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0144.JPG,2013-02-14 23:43:01,2015-05-07,2014-02-04
371,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0145.JPG,2013-02-14 23:44:14,2015-05-07,2014-02-04
372,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0146.JPG,NA,2015-05-07,2014-02-04
373,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0147.JPG,2013-02-14 23:47:38,2015-05-07,2014-02-04
374,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0148.JPG,2013-02-14 23:48:38,2015-05-07,2014-02-04
375,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0149.JPG,2013-02-14 23:49:06,2015-05-07,2014-02-04
376,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0150.JPG,2013-02-14 23:49:30,2015-05-07,2014-02-04
377,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0151.JPG,2013-02-14 23:52:20,2015-05-07,2014-02-04
378,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0152.JPG,2013-02-14 23:55:56,2015-05-07,2014-02-04
379,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0153.JPG,2013-02-14 23:56:51,2015-05-07,2014-02-04
380,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0154.JPG,2013-02-14 23:58:42,2015-05-07,2014-02-04
381,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0155.JPG,2013-02-14 23:58:55,2015-05-07,2014-02-04
382,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0156.JPG,2013-02-14 23:59:49,2015-05-07,2014-02-04
383,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0157.JPG,2013-02-15 00:01:12,2015-05-07,2014-02-04
384,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0158.JPG,2013-02-15 00:02:38,2015-05-07,2014-02-04
385,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0159.JPG,2013-02-15 00:03:06,2015-05-07,2014-02-04
386,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0160.JPG,2013-02-15 00:03:38,2015-05-07,2014-02-04
387,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0161.JPG,2013-02-15 00:04:16,2015-05-07,2014-02-04
388,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0162.JPG,2013-02-15 00:04:59,2015-05-07,2014-02-04
389,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0163.JPG,2013-02-15 00:05:19,2015-05-07,2014-02-04
390,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0164.JPG,2013-02-15 00:05:23,2015-05-07,2014-02-04
391,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0165.JPG,2013-02-15 00:06:03,2015-05-07,2014-02-04
392,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0166.JPG,2013-02-15 00:07:07,2015-05-07,2014-02-04
393,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0167.JPG,2013-02-15 00:07:31,2015-05-07,2014-02-04
394,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0168.JPG,2013-02-15 00:08:11,2015-05-07,2014-02-04
395,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0169.JPG,2013-02-15 00:08:29,2015-05-07,2014-02-04
396,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0170.JPG,2013-02-15 00:09:41,2015-05-07,2014-02-04
397,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0171.JPG,2013-02-15 00:11:55,2015-05-07,2014-02-04
398,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0172.JPG,2013-02-15 00:13:07,2015-05-07,2014-02-04
399,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0173.JPG,2013-02-15 00:14:11,2015-05-07,2014-02-04
400,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0174.JPG,2013-02-15 00:15:09,2015-05-07,2014-02-04
401,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0175.JPG,2013-02-15 00:16:20,2015-05-07,2014-02-04
402,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0176.JPG,2013-02-15 00:18:39,2015-05-07,2014-02-04
403,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0177.JPG,2013-02-15 00:19:05,2015-05-07,2014-02-04
404,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0178.JPG,2013-02-15 00:19:33,2015-05-07,2014-02-04
405,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0179.JPG,2013-02-15 00:22:33,2015-05-07,2014-02-04
406,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0180.JPG,2013-02-15 00:23:33,2015-05-07,2014-02-04
407,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0181.JPG,2013-02-15 00:24:29,2015-05-07,2014-02-04
408,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0182.JPG,2013-02-15 00:25:44,2015-05-07,2014-02-04
409,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0183.JPG,2013-02-15 00:26:12,2015-05-07,2014-02-04
410,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0184.JPG,2013-02-15 00:26:48,2015-05-07,2014-02-04
411,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0185.JPG,2013-02-15 00:28:53,2015-05-07,2014-02-04
412,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0186.JPG,2013-02-15 00:30:52,2015-05-07,2014-02-04
413,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0187.JPG,2011-01-01 00:00:00,2015-05-07,2014-02-04
414,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0188.JPG,2011-01-01 00:02:05,2015-05-07,2014-02-04
415,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0189.JPG,2011-01-01 00:02:05,2015-05-07,2014-02-04
416,35,RNW4,transect,transect,anti,2014-02-04,2015-05-07,PICT0190.JPG,2011-01-01 00:01:04,2015-05-07,2014-02-04
